profil,vitesse_ms,angle_deg,CL,CD,pression_PSI
NACA-4412,8.2,16,,,-0.0089146129
NACA-4412,8.2,16.5,,,-0.0086875318
NACA-4412,8.2,17,,,-0.0084604507
NACA-4412,8.2,17.5,,,-0.0082333696
NACA-4412,8.2,18,,,-0.0080062886
NACA-4412,8.2,18.5,,,-0.0077792075
NACA-4412,8.2,19,,,-0.0075521264
NACA-4412,8.2,19.5,,,-0.0073250454
NACA-4412,8.2,20,,,-0.0070979643
NACA-4412,8.9,0,0.040426353,-0.00020213177,
NACA-4412,8.9,0.5,0.051745732,-0.00080852706,
NACA-4412,8.9,1,0.063065111,-0.0014149224,
NACA-4412,8.9,1.5,0.07438449,-0.0020213177,
NACA-4412,8.9,2,0.085703869,-0.002627713,
NACA-4412,8.9,2.5,0.097023247,-0.0032341082,
NACA-4412,8.9,3,0.095579449,-0.0033496121,
NACA-4412,8.9,3.5,0.094135651,-0.003465116,
NACA-4412,8.9,4,0.092691852,-0.0035806198,
NACA-4412,8.9,4.5,0.091248054,-0.0036961237,
NACA-4412,8.9,5,0.089804256,-0.0038116276,
NACA-4412,8.9,5.5,0.088360457,-0.0039271314,
NACA-4412,8.9,6,0.086916659,-0.0040426353,
NACA-4412,8.9,6.5,0.099044565,-0.003705749,
NACA-4412,8.9,7,0.11117247,-0.0033688628,
NACA-4412,8.9,7.5,0.12330038,-0.0030319765,
NACA-4412,8.9,8,0.11555199,-0.0052217373,
NACA-4412,8.9,8.5,0.10780361,-0.0074114981,
NACA-4412,8.9,9,0.10005522,-0.0096012589,
NACA-4412,8.9,9.5,0.09230684,-0.01179102,
NACA-4412,8.9,10,0.084558455,-0.01398078,
NACA-4412,8.9,10.5,0.076810071,-0.016170541,
NACA-4412,8.9,11,0.080852706,-0.0171812,
NACA-4412,8.9,11.5,0.084895341,-0.018191859,
NACA-4412,8.9,12,0.088937977,-0.019202518,
NACA-4412,8.9,12.5,0.092980612,-0.020213177,
NACA-4412,8.9,13,0.089948636,-0.020870105,
NACA-4412,8.9,13.5,0.086916659,-0.021527033,
NACA-4412,8.9,14,0.083884683,-0.022183961,
NACA-4412,8.9,14.5,0.080852706,-0.022840889,
NACA-4412,8.9,15,0.08321091,-0.023548351,
NACA-4412,8.9,15.5,0.085569114,-0.024255812,
NACA-4412,8.9,16,0.087927318,-0.024963273,
NACA-4412,8.9,16.5,0.090285522,-0.025670734,
NACA-4412,8.9,17,0.092643726,-0.026378195,
NACA-4412,8.9,17.5,0.09500193,-0.027085657,
NACA-4412,9.7,-15,,,-0.010041911
NACA-4412,9.7,-14.5,,,-0.010016855
NACA-4412,9.7,-14,,,-0.0099917986
NACA-4412,9.7,-13.5,,,-0.0099667425
NACA-4412,9.7,-13,,,-0.0099416864
NACA-4412,9.7,-12.5,,,-0.0099166304
NACA-4412,9.7,-12,,,-0.0098915743
NACA-4412,9.7,-11.5,,,-0.0098665182
NACA-4412,9.7,-11,,,-0.0098414621
NACA-4412,9.7,-10.5,,,-0.0098164061
NACA-4412,9.7,-10,,,-0.00979135
NACA-4412,9.7,-9.5,,,-0.0098081675
NACA-4412,9.7,-9,,,-0.009824985
NACA-4412,9.7,-8.5,,,-0.0098418025
NACA-4412,9.7,-8,,,-0.00985862
NACA-4412,9.7,-7.5,,,-0.0098754375
NACA-4412,9.7,-7,,,-0.009892255
NACA-4412,9.7,-6.5,,,-0.0099090725
NACA-4412,9.7,-6,,,-0.00992589
NACA-4412,9.7,-5.5,,,-0.0099427075
NACA-4412,9.7,-5,,,-0.009959525
NACA-4412,9.7,-4.5,,,-0.0099116787
NACA-4412,9.7,-4,,,-0.0098638325
NACA-4412,9.7,-3.5,,,-0.0098159863
NACA-4412,9.7,-3,,,-0.00976814
NACA-4412,9.7,-2.5,,,-0.0097202938
NACA-4412,9.7,-2,,,-0.0096724475
NACA-4412,9.7,-1.5,,,-0.0096246012
NACA-4412,9.7,-1,,,-0.009576755
NACA-4412,9.7,-0.5,,,-0.0095289088
NACA-4412,9.7,0,,,-0.0094810625
NACA-4412,9.7,0.5,,,-0.0095066615
NACA-4412,9.7,1,,,-0.0095322604
NACA-4412,9.7,1.5,,,-0.0095578594
NACA-4412,9.7,2,,,-0.0095834583
NACA-4412,9.7,2.5,,,-0.0096090573
NACA-4412,9.7,3,,,-0.0096346562
NACA-4412,9.7,3.5,,,-0.0097030698
NACA-4412,9.7,4,,,-0.0097714833
NACA-4412,9.7,4.5,,,-0.0098398969
NACA-4412,9.7,5,,,-0.0099083104
NACA-4412,9.7,5.5,,,-0.009976724
NACA-4412,9.7,6,,,-0.010045137
NACA-4412,9.7,6.5,,,-0.010199685
NACA-4412,9.7,7,,,-0.010354233
NACA-4412,9.7,7.5,,,-0.010508781
NACA-4412,9.7,8,,,-0.010663329
NACA-4412,9.7,8.5,,,-0.010817877
NACA-4412,9.7,9,,,-0.010972425
NACA-4412,9.7,9.5,,,-0.011115937
NACA-4412,9.7,10,,,-0.01125945
NACA-4412,9.7,10.5,,,-0.011402962
NACA-4412,9.7,11,,,-0.011546475
NACA-4412,9.7,11.5,,,-0.011689987
NACA-4412,9.7,12,,,-0.0118335
NACA-4412,9.7,12.5,,,-0.011396031
NACA-4412,9.7,13,,,-0.010958562
NACA-4412,9.7,13.5,,,-0.010521094
NACA-4412,9.7,14,,,-0.010083625
NACA-4412,9.7,14.5,,,-0.0096461562
NACA-4412,9.7,15,,,-0.0092086875
NACA-4412,9.7,15.5,,,-0.0092216268
NACA-4412,9.7,16,,,-0.0092345661
NACA-4412,9.7,16.5,,,-0.0092475054
NACA-4412,9.7,17,,,-0.0092604446
NACA-4412,9.7,17.5,,,-0.0092733839
NACA-4412,9.7,18,,,-0.0092863232
NACA-4412,9.7,18.5,,,-0.0092992625
NACA-4412,9.7,19,,,-0.0093122018
NACA-4412,9.7,19.5,,,-0.0093251411
NACA-4412,9.7,20,,,-0.0093380804
NACA-4412,11.2,-15,,,-0.012810513
NACA-4412,11.2,-14.5,,,-0.012793108
NACA-4412,11.2,-14,,,-0.012775703
NACA-4412,11.2,-13.5,,,-0.012758298
NACA-4412,11.2,-13,,,-0.012740893
NACA-4412,11.2,-12.5,,,-0.012723488
NACA-4412,11.2,-12,,,-0.012706084
NACA-4412,11.2,-11.5,,,-0.012688679
NACA-4412,11.2,-11,,,-0.012671274
NACA-4412,11.2,-10.5,,,-0.012653869
NACA-4412,11.2,-10,,,-0.012636464
NACA-4412,11.2,-9.5,,,-0.012644724
NACA-4412,11.2,-9,,,-0.012652984
NACA-4412,11.2,-8.5,,,-0.012661244
NACA-4412,11.2,-8,,,-0.012669504
NACA-4412,11.2,-7.5,,,-0.012677763
NACA-4412,11.2,-7,,,-0.012686023
NACA-4412,11.2,-6.5,,,-0.012694283
NACA-4412,11.2,-6,,,-0.012702543
NACA-4412,11.2,-5.5,,,-0.012710803
NACA-4412,11.2,-5,,,-0.012719063
NACA-4412,11.2,-4.5,,,-0.012635848
NACA-4412,11.2,-4,,,-0.012552633
NACA-4412,11.2,-3.5,,,-0.012469418
NACA-4412,11.2,-3,,,-0.012386203
NACA-4412,11.2,-2.5,,,-0.012302988
NACA-4412,11.2,-2,,,-0.012219773
NACA-4412,11.2,-1.5,,,-0.012136558
NACA-4412,11.2,-1,,,-0.012053343
NACA-4412,11.2,-0.5,,,-0.011970128
NACA-4412,11.2,0,,,-0.011886913
NACA-4412,11.2,0.5,,,-0.011947719
NACA-4412,11.2,1,,,-0.012008525
NACA-4412,11.2,1.5,,,-0.012069331
NACA-4412,11.2,2,,,-0.012130138
NACA-4412,11.2,2.5,,,-0.012190944
NACA-4412,11.2,3,,,-0.01225175
NACA-4412,11.2,3.5,,,-0.012385298
NACA-4412,11.2,4,,,-0.012518845
NACA-4412,11.2,4.5,,,-0.012652393
NACA-4412,11.2,5,,,-0.01278594
NACA-4412,11.2,5.5,,,-0.012919488
NACA-4412,11.2,6,,,-0.013053036
NACA-4412,11.2,6.5,,,-0.013243052
NACA-4412,11.2,7,,,-0.013433068
NACA-4412,11.2,7.5,,,-0.013623084
NACA-4412,11.2,8,,,-0.0138131
NACA-4412,11.2,8.5,,,-0.014003117
NACA-4412,11.2,9,,,-0.014193133
NACA-4412,11.2,9.5,,,-0.014353038
NACA-4412,11.2,10,,,-0.014512943
NACA-4412,11.2,10.5,,,-0.014672848
NACA-4412,11.2,11,,,-0.014832753
NACA-4412,11.2,11.5,,,-0.014992658
NACA-4412,11.2,12,,,-0.015152563
NACA-4412,11.2,12.5,,,-0.015067672
NACA-4412,11.2,13,,,-0.014982781
NACA-4412,11.2,13.5,,,-0.014897891
NACA-4412,11.2,14,,,-0.014813
NACA-4412,11.2,14.5,,,-0.014728109
NACA-4412,11.2,15,,,-0.014643219
NACA-4412,11.2,15.5,,,-0.014359806
NACA-4412,11.2,16,,,-0.014076394
NACA-4412,11.2,16.5,,,-0.013792981
NACA-4412,11.2,17,,,-0.013509569
NACA-4412,11.2,17.5,,,-0.013226156
NACA-4412,11.2,18,,,-0.012942744
NACA-4412,11.2,18.5,,,-0.012659331
NACA-4412,11.2,19,,,-0.012375919
NACA-4412,11.2,19.5,,,-0.012092506
NACA-4412,11.2,20,,,-0.011809094
NACA-4412,12,-20,,,-0.012147325
NACA-4412,12,-19.5,,,-0.012241735
NACA-4412,12,-19,,,-0.012336144
NACA-4412,12,-18.5,,,-0.012430554
NACA-4412,12,-18,,,-0.012524964
NACA-4412,12,-17.5,,,-0.012619373
NACA-4412,12,-17,,,-0.012713783
NACA-4412,12,-16.5,,,-0.012808193
NACA-4412,12,-16,,,-0.012902603
NACA-4412,12,-15.5,,,-0.012997012
NACA-4412,12,-15,,,-0.013091422
NACA-4412,12,-14.5,,,-0.013062324
NACA-4412,12,-14,,,-0.013033227
NACA-4412,12,-13.5,,,-0.013004129
NACA-4412,12,-13,,,-0.012975031
NACA-4412,12,-12.5,,,-0.012945934
NACA-4412,12,-12,,,-0.012916836
NACA-4412,12,-11.5,,,-0.012887739
NACA-4412,12,-11,,,-0.012858641
NACA-4412,12,-10.5,,,-0.012829543
NACA-4412,12,-10,,,-0.012800446
NACA-4412,12,-9.5,,,-0.012830647
NACA-4412,12,-9,,,-0.012860849
NACA-4412,12,-8.5,,,-0.01289105
NACA-4412,12,-8,,,-0.012921251
NACA-4412,12,-7.5,,,-0.012951453
NACA-4412,12,-7,,,-0.012981654
NACA-4412,12,-6.5,,,-0.013011855
NACA-4412,12,-6,,,-0.013042057
NACA-4412,12,-5.5,,,-0.013072258
NACA-4412,12,-5,,,-0.013102459
NACA-4412,12,-4.5,,,-0.012989069
NACA-4412,12,-4,,,-0.012875679
NACA-4412,12,-3.5,,,-0.012762288
NACA-4412,12,-3,,,-0.012648898
NACA-4412,12,-2.5,,,-0.012535507
NACA-4412,12,-2,,,-0.012422117
NACA-4412,12,-1.5,,,-0.012308726
NACA-4412,12,-1,,,-0.012195336
NACA-4412,12,-0.5,,,-0.012081946
NACA-4412,12,0,0.048922063,-0.0018901706,-0.011968555
NACA-4412,12,0.5,,,-0.011733903
NACA-4412,12,1,,,-0.01149925
NACA-4412,12,1.5,,,-0.011508281
NACA-4412,12,2,,,-0.011517312
NACA-4412,12,2.5,0.092284802,-0.0023349167,
NACA-4412,12,3,,,-0.0124015
NACA-4412,12,3.5,,,-0.012273119
NACA-4412,12,4,,,-0.012144737
NACA-4412,12,4.5,,,-0.012162937
NACA-4412,12,5,,,-0.012181137
NACA-4412,12,5.5,,,-0.012768008
NACA-4412,12,6,0.095620397,-0.0028908492,-0.013354878
NACA-4412,12,6.5,,,-0.013213245
NACA-4412,12,7,,,-0.013071612
NACA-4412,12,7.5,0.11563397,-0.0033355952,
NACA-4412,12,8,,,-0.013514927
NACA-4412,12,8.5,,,-0.014040782
NACA-4412,12,9,,,-0.014566636
NACA-4412,12,9.5,,,-0.014524881
NACA-4412,12,10,,,-0.014483125
NACA-4412,12,10.5,0.077830556,-0.0041139008,
NACA-4412,12,11,,,-0.014718146
NACA-4412,12,11.5,,,-0.015067889
NACA-4412,12,12,,,-0.015417632
NACA-4412,12,12.5,0.090061071,-0.02068069,
NACA-4412,12,13,,,-0.015060232
NACA-4412,12,13.5,,,-0.015153054
NACA-4412,12,14,,,-0.015245875
NACA-4412,12,14.5,0.078942421,-0.022348488,
NACA-4412,12,15,,,-0.014755458
NACA-4412,12,15.5,,,-0.014105642
NACA-4412,12,16,,,-0.013455825
NACA-4412,12,16.5,,,-0.012499621
NACA-4412,12,17,,,-0.011543417
NACA-4412,12,17.5,0.083389881,-0.027351881,
NACA-4412,12,18,,,-0.013664052
NACA-4412,12,18.5,,,-0.014252239
NACA-4412,12,19,,,-0.014840425
NACA-4412,12,19.5,,,-0.01344132
NACA-4412,12,20,,,-0.012042214
NACA-4412,13.5,14.5,0.079944472,-0.022929129,
NACA-4412,15,0,0.053369524,-0.0017789841,
NACA-4412,15,0.5,0.060770098,-0.0019639985,
NACA-4412,15,1,0.068170672,-0.0021490128,
NACA-4412,15,1.5,0.075571246,-0.0023340272,
NACA-4412,15,2,0.08297182,-0.0025190415,
NACA-4412,15,2.5,0.090372394,-0.0027040559,
NACA-4412,15,3,0.091795581,-0.0027447184,
NACA-4412,15,3.5,0.093218768,-0.0027853809,
NACA-4412,15,4,0.094641956,-0.0028260434,
NACA-4412,15,4.5,0.096065143,-0.0028667059,
NACA-4412,15,5,0.09748833,-0.0029073683,
NACA-4412,15,5.5,0.098911517,-0.0029480308,
NACA-4412,15,6,0.1003347,-0.0029886933,
NACA-4412,15,6.5,0.10507866,-0.0031072923,
NACA-4412,15,7,0.10982262,-0.0032258912,
NACA-4412,15,7.5,0.11456658,-0.0033444902,
NACA-4412,15,8,0.11338059,-0.003925625,
NACA-4412,15,8.5,0.1121946,-0.0045067598,
NACA-4412,15,9,0.11100861,-0.0050878946,
NACA-4412,15,9.5,0.10982262,-0.0056690294,
NACA-4412,15,10,0.10863663,-0.0062501642,
NACA-4412,15,10.5,0.10745064,-0.006831299,
NACA-4412,15,11,0.10318108,-0.010531586,
NACA-4412,15,11.5,0.098911517,-0.014231873,
NACA-4412,15,12,0.094641956,-0.01793216,
NACA-4412,15,12.5,0.090372394,-0.021632447,
NACA-4412,15,13,0.087881816,-0.022112773,
NACA-4412,15,13.5,0.085391238,-0.022593098,
NACA-4412,15,14,0.08290066,-0.023073424,
NACA-4412,15,14.5,0.080410083,-0.02355375,
NACA-4412,15,15,0.080172885,-0.024419522,
NACA-4412,15,15.5,0.079935687,-0.025285294,
NACA-4412,15,16,0.079698489,-0.026151067,
NACA-4412,15,16.5,0.079461291,-0.027016839,
NACA-4412,15,17,0.079224093,-0.027882611,
NACA-4412,15,17.5,0.078986895,-0.028748383,
NACA-4412,17.3,2.5,0.089338539,-0.0025143182,
NACA-4412,17.3,3,0.091906354,-0.0027015546,
NACA-4412,17.3,3.5,0.094474168,-0.0028887911,
NACA-4412,17.3,4,0.097041982,-0.0030760276,
NACA-4412,17.3,4.5,0.099609797,-0.003263264,
NACA-4412,17.3,5,0.10217761,-0.0034505005,
NACA-4412,17.3,5.5,0.10474543,-0.0036377369,
NACA-4412,17.3,6,0.10731324,-0.0038249734,
NACA-4412,17.3,6.5,0.10988105,-0.0040122098,
NACA-4412,17.3,7,0.11244887,-0.0041994463,
NACA-4412,17.3,7.5,0.11501668,-0.0043866828,
NACA-4412,18,14.5,0.078571799,-0.021891388,
